Company Name,Website,Address,Phone Number,Customer Name,Position,Customer Phone Number,Email Address,Specialise,,,,,,,,,
T & M FORWARDING LTD,,"Tòa Nhà Pearl Plaza - Tầng 17 561A Điện Biên Phủ, P. 25, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 38998696,,,,,vận chuyển hàng hóa,,,,,,,,,
Công Ty TNHH Sản Xuất Nhập Khẩu Tổng Hợp Kenshin Việt Nam,www.kenshinvietnam.com.vn,"53/4C Đường Thị Trấn Tân Hiệp, ấp Tân Thới 1, X. Tân Hiệp, H. Hóc Môn,TP. Hồ Chí Minh, Việt Nam",965513851,,,,sales@kenshinvietnam.com,vận chuyển hàng hóa,,,,,,,,,
Tuyến Việt - Công Ty TNHH Giao Nhận Tuyến Việt,,"55 Đào Duy Anh, P. 9, Q. Phú Nhuận,TP. Hồ Chí Minh, Việt Nam",(028) 54490426,,,,vietline@saigonnet.vn,vận chuyển hàng hóa,,,,,,,,,
Trúc Phương - Công Ty TNHH Tiếp Vận Trúc Phương,,"Phòng 23 Lầu 6, 15-17 Lô 1, Đường D2, P. 25, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35129890,,,,trucphuong-fwdg@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
T.O.P - Công Ty TNHH Dịch Vụ Hàng Hóa T.O.P,www.topcargovn.com,"206 Khu Phố Mỹ Kim 3,P. Tân Phong, Q. 7,TP. Hồ Chí Minh, Việt Nam",(028) 54122693,,,,topcargo@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
ECLS - Công Ty TNHH Vận Chuyển Tiếp Liệu Hàng Hóa ECLS,,"Phòng 1003, Tầng 10, Zen Plaza54-56 Nguyễn Trãi, P. Bến Thành, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 39250382,,,,eclsvina@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
E.M.C Việt Nam - Công Ty TNHH Thương Mại & Dịch Vụ Giao Nhận E.M.C Việt Nam,,"11A Nguyễn Hữu Cảnh, P. 19, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35140866,,,,emc@emcvietnam.com,vận chuyển hàng hóa,,,,,,,,,
Doanh Nghiệp Tư Nhân Khai Nguyên Dịch Vụ Vận Chuyển,,"TK28/14 Nguyễn Cảnh Chân, P. Cầu Kho, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38364417,,,,,vận chuyển hàng hóa,,,,,,,,,
Nissin Logistics (VN) - Công Ty TNHH Nissin Logistics (VN),,"Tầng6, 39B Trường Sơn, P. 4, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38428722,,,,,vận chuyển hàng hóa,,,,,,,,,
Hợp Tác Xã Nhựt Minh Vận Tải,,"272 Tùng Thiện Vương, P. 13, Q. 8,TP. Hồ Chí Minh, Việt Nam",(028) 39503578,,,,,vận chuyển hàng hóa,,,,,,,,,
Văn Phòng Đại Diện - Công Ty Air Tiger Express,www.airtiger.com,"42 Hoàng Việt, P. 4, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38117614,,,,airtiger@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Danh Kiệt - Công Ty Cổ Phần Danh Kiệt,,"12 Trường Sơn, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38487479,,,,,vận chuyển hàng hóa,,,,,,,,,
Doanh Nghiệp Tư Nhân  Dịch Vụ Vận Chuyển Hoàng Phi,,"307 Chu Văn An, P. 12, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 38060872,,,,dichvuhoangphi@gmail.com,vận chuyển hàng hóa,,,,,,,,,
Phổ Duy - Công Ty TNHH Vận Tải Xây Dựng Thương Mại Phổ Duy,,"402 Ung Văn Khiêm, P. 25, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35391522,,,,,vận chuyển hàng hóa,,,,,,,,,
Văn Trí - Công Ty TNHH Dịch Vụ Thương Mại Văn Trí,,"22 Phùng Văn Cung, P. 7, Q. Phú Nhuận,TP. Hồ Chí Minh, Việt Nam",(028) 39133571,,,,,vận chuyển hàng hóa,,,,,,,,,
Văn Phòng Đại Diện - Công Ty YRC Logistics,www.yrclogistics.com,"Tòa Nhà Vimadeco, 163 Nguyễn Văn Trỗi, P. 11, Q. Phú Nhuận,TP. Hồ Chí Minh, Việt Nam",(028) 39971062,,,,,vận chuyển hàng hóa,,,,,,,,,
Nam Tiến - Công Ty TNHH Dịch Vụ Giao Nhận Thương Mại Nam Tiến,,"3D3 Chu Văn An, P. 26, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35115007,,,,,vận chuyển hàng hóa,,,,,,,,,
Nam Trung Bắc - Công Ty TNHH Vận Tải Thương Mại Dịch Vụ,www.ntb.com.vn,"274 Cao Thắng Nối Dài, P. 12, Q. 10,TP. Hồ Chí Minh, Việt Nam",(028) 62648228,,,,nvn@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Cao Lầu - Công Ty TNHH Thương Mại Dịch Vụ Vận Chuyển Cao Lầu,,"111/1 Lê Văn Chí, P. Linh Trung, Q. Thủ Đức,TP. Hồ Chí Minh, Việt Nam",(028) 37222891,,,,,vận chuyển hàng hóa,,,,,,,,,
Đất Vàng - Chi Nhánh Công Ty TNHH Môi Giới Bất Động Sản Và Vận Tải Đất Vàng,www.datvangsaigon.com,"384 Phú Thọ Hòa, P. Phú Thọ Hòa, Q. Tân Phú,TP. Hồ Chí Minh, Việt Nam",(028) 54342016,,,,sale@datvangsaigon.com,vận chuyển hàng hóa,,,,,,,,,
Rồng Mới - Công Ty TNHH Một Thành Viên Giao Nhận Rồng Mới,,"440/1/8 Khu Phố 2,Huỳnh Tấn Phát, P. Bình Thuận, Q. 7,TP. Hồ Chí Minh, Việt Nam",(028) 38733176,,,,,vận chuyển hàng hóa,,,,,,,,,
Vĩnh Cần Phong - Công Ty TNHH Thương Mại Dịch Vụ Giao Nhận Vĩnh Cần Phong,,"660-662 Phạm Văn Chí, P. 8, Q. 6,TP. Hồ Chí Minh, Việt Nam",(028) 39675709,,,,vinhcanphong@vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Hàn Việt - Công Ty TNHH Giao Nhận Vận Tải & Thương Mại Hàn Việt,,"1/10 Trường Sơn, P. 4, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 39480174,,,,korviet1@hcm.fpt.vn,vận chuyển hàng hóa,,,,,,,,,
Thế Giới Nhanh - Công Ty TNHH Thương Mại Dịch Vụ Thế Giới Nhanh,,"9 Lê Thành Phương, P. 15, Q. 8,TP. Hồ Chí Minh, Việt Nam",(028) 38579288,,,,,vận chuyển hàng hóa,,,,,,,,,
I.S.A.F - Công Ty TNHH Giao Nhận Vận Tải I.S.A.F,www.isafcargo.com,"168 Ung Văn Khiêm, P. 25, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35126742,,,,info@isafcargo.com,vận chuyển hàng hóa,,,,,,,,,
An Lộc Phát - Công Ty TNHH Thương Mại Dịch Vụ Quốc Tế An Lộc Phát,,"Phòng 04A, Tầng3B, Ttâm Thương Mại Sài Gòn, 37 Tôn Đức Thắng, P. Bến Nghé, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 39100373,,,,,vận chuyển hàng hóa,,,,,,,,,
Hồng Đức - Công Ty Cổ Phần Giao Nhận Vận Tải Thương Mại Hồng Đức,,"106A Đường 85,P. Tân Quy, Q. 7,TP. Hồ Chí Minh, Việt Nam",(028) 37751670,,,,,vận chuyển hàng hóa,,,,,,,,,
Thế Thiện Kim - Công Ty TNHH Thế Thiện Kim,,"18A/26/12 Nguyễn Thị Minh Khai, P. Đa Kao, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38239013,,,,,vận chuyển hàng hóa,,,,,,,,,
Lê Su - Công Ty TNHH Thương Mại & Dịch Vụ Vận Tải Biển,,"114 Võ Duy Ninh, P. 22, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 62717258,,,,,vận chuyển hàng hóa,,,,,,,,,
Châu á Cát Linh - Công Ty Cổ Phần Vận Chuyển Châu á Cát Linh,,"188 Bến Vân Đồn, P. 5, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 62615607,,,,,vận chuyển hàng hóa,,,,,,,,,
Vinh Nghi - Công Ty TNHH Thương Mại Dịch Vụ Vận Tải Vinh Nghi,,"7/74 Lê Đức Thọ, P. 15, Q. Gò Vấp,TP. Hồ Chí Minh, Việt Nam",(028) 39160321,,,,vinhnghico@yahoo.com,vận chuyển hàng hóa,,,,,,,,,
Trần Phạm - Công Ty TNHH Thương Mại Dịch Vụ Vận Chuyển Trần Phạm,,"10 Trường Sơn, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38489166,,,,,vận chuyển hàng hóa,,,,,,,,,
Mandarin Logistics - Công Ty TNHH Liên Doanh Mandarin Logistics,www.cityocean.com,"145 Hoa Lan, P. 2, Q. Phú Nhuận,TP. Hồ Chí Minh, Việt Nam",(028) 35174988,,,,kevinle@cityocean.com,vận chuyển hàng hóa,,,,,,,,,
Trưởng Vinh - Công Ty TNHH Dịch Vụ Vận Tải Trưởng Lợi,,"448/5 Nguyễn Tất Thành, P. 18, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 39410125,,,,vantaitruongloi@gmai.com,vận chuyển hàng hóa,,,,,,,,,
Đông Dương - Công Ty TNHH Vận Tải Đông Dương,,"295 Tân Kỳ Tân Quý, P. Tân Sơn Nhì, Q. Tân Phú,TP. Hồ Chí Minh, Việt Nam",(028) 38121101,,,,vantaidongduong@yahoo.com,vận chuyển hàng hóa,,,,,,,,,
Cảng Việt - Công Ty TNHH Giao Nhận Vận Chuyển Cảng Việt,,"246/10A3 Xô Viết Nghệ Tĩnh, P. 21, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 22438527,,,,vpl@vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Thời Vận - Công Ty TNHH Thương Mại Dịch Vụ Giao Nhận Vận Tải Quốc Tế Thời Vận,www.fortune-vn.com.vn,"257/10 Lý Thường Kiệt, P. 15, Q. 11,TP. Hồ Chí Minh, Việt Nam",(028) 62653966,,,,,vận chuyển hàng hóa,,,,,,,,,
P.P.T - Công Ty TNHH Thương Mại Dịch Vụ Giao Nhận Xuất Nhập Khẩu P.P.T,,"3 Lô C3,Ung Văn Khiêm, P. 25, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35124197,,,,,vận chuyển hàng hóa,,,,,,,,,
Minh Minh - Công Ty TNHH Giao Nhận Vận Tải Minh Minh,,"41 Phổ Quang, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 39972991,,,,info@m-mlogistics.com,vận chuyển hàng hóa,,,,,,,,,
Công Ty TNHH Dịch Vụ Vận Tải Nhanh,,"27 Nguyễn Thị Diệu, P. 6, Q. 3,TP. Hồ Chí Minh, Việt Nam",(028) 39300590,,,,vantainhanh@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Công Ty TNHH Kho Vận & Phân Phối Việt Nam,,"Phòng 1101, Tầng11, Cao ốc Văn Phòng Sài Gòn Riverside, 2A-4A Tôn Đức Thắng, P. Bến Nghé, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38272784,,,,,vận chuyển hàng hóa,,,,,,,,,
Rồng Tân Vina - Công Ty TNHH Rồng Tân Vina,,"757 Lê Hồng Phong, P. 12, Q. 10,TP. Hồ Chí Minh, Việt Nam",(028) 38629120,,,,,vận chuyển hàng hóa,,,,,,,,,
Tường Vinh - Công Ty TNHH Tường Vinh,www.tuongvinh.com,"86/18 Phổ Quang, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 62939825,,,,info@tuongvinh.com,vận chuyển hàng hóa,,,,,,,,,
Doanh Nghiệp Tư Nhân Cẩm Phát,,"27/8A Trường Chinh, P. Tây Thạnh, Q. Tân Phú,TP. Hồ Chí Minh, Việt Nam",(028) 22173025,,,,camphat@yahoo.com,vận chuyển hàng hóa,,,,,,,,,
Công Ty TNHH Một Thành Viên Hàng Hải Hà Nội Phía Nam,www.marinahanoi.com,"Số 10 Đoàn Như Hài, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 39435149,,,,marinahcm@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Khải Hoàn - Công Ty TNHH Quốc Tế,www.attex.com.vn,"Phòng 502, Tầng5, 42 Lê Trung Nghĩa, P. 12, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 39172455,,,,attex_express@vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Hùng Tuyết Hải - Công Ty TNHH Hùng Tuyết Hải,,"141 Khu Phố 2,Lê Văn Lương, P. Tân Kiểng, Q. 7,TP. Hồ Chí Minh, Việt Nam",(028) 37751342,,,,,vận chuyển hàng hóa,,,,,,,,,
Vân Phong - Công Ty TNHH Giao Nhận & Thương Mại Vân Phong,,"2 Hoa Cau,P. 7, Q. Phú Nhuận,TP. Hồ Chí Minh, Việt Nam",(028) 35174519,,,,van_phong@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
á Châu - Công Ty TNHH Dịch Vụ á Châu,,"54 Trường Sơn, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 35470316,,,,,vận chuyển hàng hóa,,,,,,,,,
Huỳnh Bảo - Công Ty TNHH Dịch Vụ Vận Tải Huỳnh Bảo,,"458B Nguyễn Tất Thành, P. 18, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 54010669,,,,,vận chuyển hàng hóa,,,,,,,,,
Toàn Nam - Công Ty TNHH Thương Mại Toàn Nam,,"3 Ngô Bệ, P. 13, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38429103,,,,,vận chuyển hàng hóa,,,,,,,,,
Công Ty TNHH Triều An,www.trieuan.us,"31/15 út Tịch, Quận Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 35071217,,,,contact@trieuan.us,vận chuyển hàng hóa,,,,,,,,,
Văn Phòng Đại Diện - Công Ty Hansa Meyer Global Transport GmbH & Co. KG,www.hego.com,"89 Pasteur, P. Bến Nghé, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38257026,,,,d.suhadi@hego-vn.com,vận chuyển hàng hóa,,,,,,,,,
Văn Phòng Đại Diện - Công Ty Pioneer Express International,www.pioneer-express.com,"B26 Bạch Đằng, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38851659,,,,opn.hcm@pioneer-express.com,vận chuyển hàng hóa,,,,,,,,,
Tin Cậy - Công Ty TNHH Tin Cậy,www.tincay.com,"213/7-9 Nguyễn Thiện Thuận, P. 1, Q. 3,TP. Hồ Chí Minh, Việt Nam",(028) 35070374,,,,huucang@tincay.com,vận chuyển hàng hóa,,,,,,,,,
Phong Châu - Công Ty TNHH Dịch Vụ Giao Nhận Phong Châu,,"27/33 Hậu Giang, P. 4, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 54491996,,,,,vận chuyển hàng hóa,,,,,,,,,
Tư Thiên - Công Ty TNHH Tư Thiên,,"606/55 Đường 3 Tháng 2, P. 14, Q. 10,TP. Hồ Chí Minh, Việt Nam",(028) 54456063,,,,,vận chuyển hàng hóa,,,,,,,,,
Phúc Thịnh - Công Ty TNHH Thương Mại & Dịch Vụ Phúc Thịnh,,"27 Phó Đức Chính, P. Nguyễn Thái Bình, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38216716,,,,pnt-trans@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Tiến Quốc - Công Ty TNHH Vận Tải & Giao Nhận Tiến Quốc,,"38/12 Nguyễn Văn Trỗi, P. 15, Q. Phú Nhuận,TP. Hồ Chí Minh, Việt Nam",(028) 38442703,,,,phamtienduy@hcm.fpt.vn,vận chuyển hàng hóa,,,,,,,,,
Hiệp Minh - Công Ty TNHH Sản Xuất Thương Mại & Dịch Vụ Hiệp Minh,,"14 Hiệp Thành, P. Hiệp Thành, Q. 12,TP. Hồ Chí Minh, Việt Nam",(028) 62550563,,,,hiepminh@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Thái Thành Tấn - Công Ty TNHH Thái Thành Tấn,,"10/7D Phan Huy ích, P. 14, Q. Gò Vấp,TP. Hồ Chí Minh, Việt Nam",(028) 38801382,,,,nguyencongmy@gmail.com,vận chuyển hàng hóa,,,,,,,,,
Giải Thưởng - Công Ty TNHH MTV Dịch Vụ Đại Lý Vận Tải Giải Thưởng,www.awards.com.hk,"100 Phổ Quang, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38440008,,,,kt@awards-vn.com,vận chuyển hàng hóa,,,,,,,,,
Đạt Phong - Công Ty TNHH Vận Tải & Dịch  Vụ Giao Nhận Đạt Phong,,"947/15 Khu Phố 1,Quốc Lộ 1A, P. An Lạc, Q. Bình Tân,TP. Hồ Chí Minh, Việt Nam",(028) 37560281,,,,,vận chuyển hàng hóa,,,,,,,,,
Tân Thiên Tài - Công Ty TNHH Dịch Vụ Vận Tải Giao Nhận & Thương Mại Tân Thiên Tài,,"13/7 Khu Phố 4,Quốc Lộ 1A, P. Linh Trung, Q. Thủ Đức,TP. Hồ Chí Minh, Việt Nam",(028) 37241805,,,,tanthientai@yahoo.com,vận chuyển hàng hóa,,,,,,,,,
Hai Anh - Công Ty TNHH Giao Nhận Vận Tải Thương Mại Dịch Vụ Hai Anh,,"20/12 Nguyễn Trường Tộ, P. 12, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 39433536,,,,halofreight@vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Nhất Việt - Công Ty TNHH Dịch Vụ Thương Mại Nhất Việt,,"6 Đường 1, Khu 301, P. Linh Tây, Q. Thủ Đức,TP. Hồ Chí Minh, Việt Nam",(028) 38970098,,,,,vận chuyển hàng hóa,,,,,,,,,
Công Ty TNHH Vận Tải Biển Nam á,,"B82 Nguyễn Thần Hiến, P. 18, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 39413942,,,,nguyen.jsc@gmail.com,vận chuyển hàng hóa,,,,,,,,,
Newplan VN - Công Ty TNHH Giao Nhận Newplan VN,,"7F1 Bạch Đằng, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 35470601,,,,,vận chuyển hàng hóa,,,,,,,,,
Việt May - Công Ty TNHH Giao Nhận Việt May,,"319B10 Lý Thường Kiệt, P. 15, Q. 11,TP. Hồ Chí Minh, Việt Nam",(028) 38645149,,,,,vận chuyển hàng hóa,,,,,,,,,
Công Ty TNHH Giao Nhận Và Vận Tải Quốc Tế Hưng Thịnh Phát,www.hungthinhphat-trans.com,"337/2/3, Lê Văn Sỹ, P. 1, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 66574939,,,,info@ hungthinhphat-trans.com,vận chuyển hàng hóa,,,,,,,,,
Wings Logistics (Việt Nam) - Công Ty TNHH Wings Logistics (Việt Nam),www.wingslogistics.com,"17 Nguyễn Gia Thiều, Q. 3,TP. Hồ Chí Minh, Việt Nam",(028) 39306700,,,,baothanh.sgn@wingslogistics.com,vận chuyển hàng hóa,,,,,,,,,
San Hô - Công Ty TNHH Giao Nhận Vận Tải San Hô,www.coralshipping.com.vn,"Phòng 111, Tầng1, Tòa Nhà Hoa Lâm, 2 Thi Sách, P. Bến Nghé, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38275579,,,,coral@coralshipping.com.vn,vận chuyển hàng hóa,,,,,,,,,
Nhà ý Tưởng - Công Ty TNHH Thương Mại Cung ứng Dịch Vụ Nhà ý Tưởng,www.ihtvn.com,"203 Bến Bình Đông, P. 11, Q. 8,TP. Hồ Chí Minh, Việt Nam",(028) 39515988,,,,tiger.hcm@ihtvn.com,vận chuyển hàng hóa,,,,,,,,,
La Ngà - Công Ty TNHH Thương Mại Dịch Vụ Giao Nhận Vận Tải La Ngà,,"440/8 Bình Long, P. Tân Quý, Q. Tân Phú,TP. Hồ Chí Minh, Việt Nam",(028) 54081035,,,,,vận chuyển hàng hóa,,,,,,,,,
Tín Sơn - Công Ty TNHH Thương Mại Xuất Nhập Khẩu Tín Sơn,,"35/5 Chấn Hưng, P. 6, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 22448728,,,,tinsoncompany@yahoo.com,vận chuyển hàng hóa,,,,,,,,,
Hải Minh Long - Công Ty Cổ Phần Thương Mại Dịch Vụ Vận Tải Hải Minh Long,,"Tầng1, 11 Nguyễn Công Trứ, P. Nguyễn Thái Bình, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38218816,,,,thanglongttc@yahoo.com,vận chuyển hàng hóa,,,,,,,,,
Văn Phòng Đại Diện - Công Ty Suzuyo,,"Phòng A1, Tầng2, Tòa Nhà IBC, 1A Công Trường Mê Linh, P. Bến Nghé, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38237446,,,,szy-hcm@hcm.fpt.vn,vận chuyển hàng hóa,,,,,,,,,
Sankyu Logistics (Việt Nam) - Công Ty TNHH Sankyu Logistics (Việt Nam),,"Phòng 6A2, Tòa Nhà Han Nam, 65 Nguyễn Du, P. Bến Nghé, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38258110,,,,sankyu@hcm.fpt.vn,vận chuyển hàng hóa,,,,,,,,,
Minh Ngân Hà - Công Ty TNHH Giao Nhận Vận Chuyển Quốc Tế Minh Ngân Hà,www.bglogistics.com,"Phòng 609, Tầng6, 180-182 Giầy Việt Plaza,Lý Chính Thắng, Q. 3,TP. Hồ Chí Minh, Việt Nam",(028) 62905079,,,,sales@bglogistics.com,vận chuyển hàng hóa,,,,,,,,,
Cao Nguyên - Công Ty TNHH Dịch Vụ Vận Chuyển Cao Nguyên,www.highlandsvn.com,"A75/6F/4 Bạch Đằng, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38487971,,,,sales@highlandsvn.com,vận chuyển hàng hóa,,,,,,,,,
Phi Vân - Công Ty TNHH Thương Mại Dịch Vụ Vận Tải Phi Vân,,"174/107/6 Nguyễn Thiện Thuật, P. 3, Q. 3,TP. Hồ Chí Minh, Việt Nam",(028) 38355695,,,,,vận chuyển hàng hóa,,,,,,,,,
Khoa Nguyên Thảo - Công Ty TNHH Giao Nhận Xuất Nhập Khẩu Khoa Nguyên Thảo,,"28 Đồng Xoài, P. 13, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38104378,,,,,vận chuyển hàng hóa,,,,,,,,,
Tâm Hồn Việt - Chi Nhánh Công Ty TNHH Tâm Hồn Việt,www.vietssoul.com,"453/30 Lê Văn Sỹ, P. 12, Q. 3,TP. Hồ Chí Minh, Việt Nam",(028) 35261348,,,,linhnb@vietssoul.com,vận chuyển hàng hóa,,,,,,,,,
Bình Minh - Công Ty TNHH Giao Nhận Bình Minh,,"A75/6F/18 Bạch Đằng, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38486795,,,,long.phan@sunriselogistics.com.vn,vận chuyển hàng hóa,,,,,,,,,
T.G - Công Ty TNHH Sản Xuất Thương Mại & Dịch Vụ T.G,,"74B Phạm Viết Chánh, P. 19, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 38407731,,,,,vận chuyển hàng hóa,,,,,,,,,
Văn Phòng Đại Diện - Công Ty BLC Logistics Far East,www.blcflex.com,"Phòng 201, Tầng2, Tòa Nhà Hoa Lâm, 2 Thi Sách, P. Bến Nghé, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38246344,,,,,vận chuyển hàng hóa,,,,,,,,,
An Gia Lạc - Công Ty Cổ Phần Thương Mại & Vận Tải An Gia Lạc,,"108/15A Cộng Hòa, P. 4, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 39480248,,,,mailserver@aglvietnam.com,vận chuyển hàng hóa,,,,,,,,,
Thịnh Phát - Công Ty TNHH Giao Nhận Vận Chuyển Hàng Hóa Thịnh Phát,,"33/15A Đường 13, Khu Phố 2, P. Tân Kiểng, Q. 7,TP. Hồ Chí Minh, Việt Nam",(028) 37711943,,,,,vận chuyển hàng hóa,,,,,,,,,
Quốc Tế Châu Lục - Công Ty TNHH Giao Nhận & Vận Tải Quốc Tế Châu Lục,,"Tầng1, 55 Lê Quốc Hưng, P. 12, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 38265684,,,,,vận chuyển hàng hóa,,,,,,,,,
Đào Minh - Công Ty TNHH Thương Mại Dịch Vụ Hàng Hải Đào Minh,,"F16 Khu Tái Thiết Khánh Hội,Đường 30, P. 6, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 38254576,,,,daominh@hcm.vnn.vn,vận chuyển hàng hóa,,,,,,,,,
Liên Hiệp - Công Ty TNHH H Giao Nhận Vận Tải Liên Hiệp,,"31 Lô C12B,Hoa Lan, P. 2, Q. Phú Nhuận,TP. Hồ Chí Minh, Việt Nam",(028) 35178374,,,,antony@lhlogisticsvn.com,vận chuyển hàng hóa,,,,,,,,,
Cường Hiệp Lan - Công Ty TNHH Thương Mại & Giao Nhận Xuất Nhập Khẩu Cường Hiệp Lan,,"40/3 Điện Biên Phủ, P. 25, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35127768,,,,,vận chuyển hàng hóa,,,,,,,,,
Crown Worldwide - Công Ty TNHH Crown Worldwide,www.crownworldwide.com,"48A Huỳnh Mẫn Đạt, P. 19, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 38404237,,,,hochiminhcity@crownrelo.com,vận chuyển hàng hóa,,,,,,,,,
Văn Phòng Đại Diện - Công Ty Dark Express Lanka,,"Phòng G3, Tầng 1, 29 Huỳnh Văn Bánh, P. 17, Q. Phú Nhuận,TP. Hồ Chí Minh, Việt Nam",(028) 39954181,,,,,vận chuyển hàng hóa,,,,,,,,,
Công Ty TNHH Tiếp Vận Hội Nhập,,"10/25 Xuân Diệu, P. 4, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38114173,,,,,vận chuyển hàng hóa,,,,,,,,,
Hân Sen - Công Ty TNHH Dịch Vụ Thương Mại Hân Sen,,"Tầng1, 119 Điện Biên Phủ, P. Đa Kao, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 39106456,,,,hoanguyen@hansenvn.com,vận chuyển hàng hóa,,,,,,,,,
Thiên Vận - Công Ty TNHH Một Thành Viên Giao Nhận Thiên Vận,www.tvlgroup.com.tw,"10F Trần Nhật Duật, P. Tân Định, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 62910886,,,,thienkieu@tvlvietnam.com,vận chuyển hàng hóa,,,,,,,,,
T.S Phương Anh - Công Ty TNHH Sản Xuất Thương Mại Dịch Vụ T.S Phương Anh,,"73 Hùng Vương, P. 4, Q. 5,TP. Hồ Chí Minh, Việt Nam",(028) 38351075,,,,,vận chuyển hàng hóa,,,,,,,,,
An Thời - Công Ty TNHH An Thời,,"176/15 Trần Huy Liệu, P. 15, Q. Phú Nhuận,TP. Hồ Chí Minh, Việt Nam",(028) 38456058,,,,,vận chuyển hàng hóa,,,,,,,,,
